,Product ID,Product Title,Product Description,Donor Partner,Language,Category,Media,Platform,Admin Fee ($),Product URL
153,L-56041,Windows Remote Desktop Services – User CAL (Discounted) – No Software Assurance,"Description
Windows Remote Desktop Services is a technology that lets users remotely execute applications on Windows Server. This can be done from a wide range of devices over virtually any type of network connection. Clients are available for a variety of operating systems and can be downloaded from Microsoft's website. A Windows Remote Desktop Services client access license (CAL) is required for each device or user accessing Windows Remote Desktop Services.
This offer provides one user CAL. A user CAL authorizes a user to access Windows Remote Desktop Services from any device. An example would be when an employee accesses the server from a computer at work and another at home. Device CALs for licensing computers and external connector licenses (ECLs) for licensing a significant number of external users are also available. Please note that an organization with a Windows Remote Desktop Services CAL still has to acquire a Windows Server CAL for each device or user accessing Windows Server.
Additional Information
For additional information about the available editions of Windows Server and the server and client licensing requirements, see Understanding the Microsoft Server Solutions Available to Your Nonprofit.
License Only
CALs, ECLs, and management licenses (MLs) offered through TechSoup Canada are always for the currently offered version of the server software. However, these licenses can also be used with earlier versions of the server software.
No Software Assurance
This license does not include Software Assurance. Without Software Assurance, you will not have the right to install new releases of this product. You will not be able to add Software Assurance to this type of license.
Obtaining This Product
Remote Desktop Services CALs are different from other Windows Server CALs because they require a license key from the Microsoft 365 admin center for installation.
When your request has been approved, TechSoup Canada will send a message to your organization email address with further instructions.",Microsoft Discounted Software,Multilingual,,Licence Only,Windows,42.0,https://www.techsoup.ca/content/windows-remote-desktop-services-%E2%80%93-user-cal-discounted-%E2%80%93-no-software-assurance
154,LV-56003,Windows Server Datacenter (Discounted) – No Software Assurance,"Description
Windows Server Datacenter is a server operating system that enables a computer to handle network roles such as print server, domain controller, web server, and file server. As a server operating system, it is also the platform for separately acquired server applications such as Exchange Server or SQL Server. The Datacenter edition is designed for organizations with large workloads and heavily virtualized server environments.
This offer provides two core licenses for Windows Server Datacenter. Windows Server requires a minimum of 8 core licenses for each physical processor and a minimum of 16 core licenses for each server. The Datacenter edition allows an unlimited number of virtual instances of the server software when all cores on the server are licensed. For additional licensing information, see Understanding the Microsoft Server Solutions Available to Your Nonprofit.
Which Version of This Software Is Available?
You can find out which version of this software is available on the Current Versions of Microsoft Products page. You can download the software in any language that's available.
Benefits for Organizations
If you have system administration experience, you can use Windows Server to
Run multiple server roles and different operating systems on a single server
Reduce the amount of hardware needed to run server workloads
Minimize the time it takes to set up hardware and software and reproduce test environments
Major Capabilities
Server virtualization: Windows Server provides tools for creating and managing a virtualized server computing environment. You can replicate a virtual machine from one location to another, without shared storage, storage arrays, or other replication technologies. The Datacenter edition allows you to create encrypted virtual machines.
Server management: Server Core and Nano Server provide minimal environments for running specific server roles. Those roles are then easier to maintain and manage and less exposed to attack. Administrators can manage groups of servers collectively from within a single, integrated console.
Integrated services: Windows Server delivers a unified platform for web publishing that integrates IIS, ASP.NET, and Windows Communication Foundation and also supports SharePoint Services.
Failover clustering: Administrators can minimize disruptions of services and applications by creating a redundant server environment with dynamic hardware partitioning.
DirectAccess: This secure tunneling feature allows access to the network from any computer or device. It is faster than typical VPN connections and provides off-site access to file shares, on-premises equipment, and other resources.
No Software Assurance
This license does not include Software Assurance. Without Software Assurance, you will not have the right to install new releases of this product. You will not be able to add Software Assurance to this type of license.
Obtaining This Product
To install this product, you'll need to access the Microsoft 365 admin center. When your request has been approved, TechSoup Canada will send a message to your organization email address with further instructions.
If you need help obtaining this product, find out how to download it.",Microsoft Discounted Software,Multilingual,,Licence Only,Windows,401.0,https://www.techsoup.ca/content/windows-server-datacenter-discounted-%E2%80%93-no-software-assurance
155,LV-56016,"Windows Server Datacenter, 16 Core Licenses (Discounted) – No Software Assurance","Description
Windows Server Datacenter is a server operating system that enables a computer to handle network roles such as print server, domain controller, web server, and file server. As a server operating system, it is also the platform for separately acquired server applications such as Exchange Server or SQL Server. The Datacenter edition is designed for organizations with large workloads and heavily virtualized server environments.
This offer provides 16 core licenses for Windows Server Datacenter. Windows Server requires a minimum of 8 core licenses for each physical processor and a minimum of 16 core licenses for each server. The Datacenter edition allows an unlimited number of virtual instances of the server software when all cores on the server are licensed. For additional licensing information, see Understanding the Microsoft Server Solutions Available to Your Nonprofit.
Which Version of This Software Is Available?
You can find out which version of this software is available on the Current Versions of Microsoft Products page. You can download the software in any language that's available.
Benefits for Organizations
If you have system administration experience, you can use Windows Server to
Run multiple server roles and different operating systems on a single server
Reduce the amount of hardware needed to run server workloads
Minimize the time it takes to set up hardware and software and reproduce test environments
Major Capabilities
Server virtualization: Windows Server provides tools for creating and managing a virtualized server computing environment. You can replicate a virtual machine from one location to another, without shared storage, storage arrays, or other replication technologies. The Datacenter edition allows you to create encrypted virtual machines.
Server management: Server Core and Nano Server provide minimal environments for running specific server roles. Those roles are then easier to maintain and manage and less exposed to attack. Administrators can manage groups of servers collectively from within a single, integrated console.
Integrated services: Windows Server delivers a unified platform for web publishing that integrates IIS, ASP.NET, and Windows Communication Foundation and also supports SharePoint Services.
Failover clustering: Administrators can minimize disruptions of services and applications by creating a redundant server environment with dynamic hardware partitioning.
DirectAccess: This secure tunneling feature allows access to the network from any computer or device. It is faster than typical VPN connections and provides off-site access to file shares, on-premises equipment, and other resources.
No Software Assurance
This license does not include Software Assurance. Without Software Assurance, you will not have the right to install new releases of this product. You will not be able to add Software Assurance to this type of license.
Obtaining This Product
To install this product, you'll need to access the Microsoft 365 admin center. When your request has been approved, TechSoup Canada will send a message to your organization email address with further instructions.
If you need help obtaining this product, find out how to download it.",Microsoft Discounted Software,Multilingual,,Licence Only,Windows,3207.0,https://www.techsoup.ca/content/windows-server-datacenter-16-core-licenses-discounted-%E2%80%93-no-software-assurance
156,L-56043,Windows Server Device CAL (Discounted) – No Software Assurance,"Description
Windows Server is Microsoft's solution for workgroup file, print, and communication servers, as well as for Internet content delivery. A device client access license (CAL) is needed for every device accessing Windows Server for file services, printing services, remote access service, or terminal services. It is also needed for any authenticated devices accessing Windows Server as a web server or an application server.
This offer provides one device CAL that authorizes one computer to access Windows Server, regardless of the number of users (for example, on a shared workstation). User CALs for licensing individuals and external connector licenses (ECLs) for licensing a significant number of external users are also available.
Additional Information
For additional information about the available editions of Windows Server and the server and client licensing requirements, see Understanding the Microsoft Server Solutions Available to Your Nonprofit.
License Only
CALs, ECLs, and management licenses (MLs) offered through TechSoup Canada are always for the currently offered version of the server software. However, these licenses can also be used with earlier versions of the server software.
No Software Assurance
This license does not include Software Assurance. Without Software Assurance, you will not have the right to install new releases of this product. You will not be able to add Software Assurance to this type of license.",Microsoft Discounted Software,Multilingual,,Licence Only,Windows,13.0,https://www.techsoup.ca/content/windows-server-device-cal-discounted-%E2%80%93-no-software-assurance
157,LV-56028,Windows Server Standard (Discounted) – No Software Assurance,"Description
Windows Server Standard is a server operating system that enables a computer to handle network roles such as print server, domain controller, web server, and file server. As a server operating system, it is also the platform for separately acquired server applications such as Exchange Server or SQL Server. The Standard edition is designed for small-to-medium-sized organizations with physical or lightly virtualized server environments.
This offer provides two core licenses for Windows Server Standard. Windows Server requires a minimum of 8 core licenses for each physical processor and a minimum of 16 core licenses for each server. The Standard edition allows up to two virtual instances of the server software when all cores on the server are licensed. For additional licensing information, see Understanding the Microsoft Server Solutions Available to Your Nonprofit.
Which Version of This Software Is Available?
You can find out which version of this software is available on the Current Versions of Microsoft Products page. You can download the software in any language that's available.
Benefits for Organizations
If you have system administration experience, you can use Windows Server to
Run multiple server roles and different operating systems on a single server
Reduce the amount of hardware needed to run server workloads
Minimize the time it takes to set up hardware and software and reproduce test environments
Major Capabilities
Server virtualization: Windows Server provides tools for creating and managing a virtualized server computing environment. You can replicate a virtual machine from one location to another, without shared storage, storage arrays, or other replication technologies.
Server management: Server Core and Nano Server provide minimal environments for running specific server roles. Those roles are then easier to maintain and manage and less exposed to attack. Administrators can manage groups of servers collectively from within a single, integrated console.
Integrated services: Windows Server delivers a unified platform for web publishing that integrates IIS, ASP.NET, and Windows Communication Foundation and also supports SharePoint Services.
Failover clustering: Administrators can minimize disruptions of services and applications by creating a redundant server environment with dynamic hardware partitioning.
DirectAccess: This secure tunneling feature allows access to the network from any computer or device. It is faster than typical VPN connections and provides off-site access to file shares, on-premises equipment, and other resources.
No Software Assurance
This license does not include Software Assurance. Without Software Assurance, you will not have the right to install new releases of this product. You will not be able to add Software Assurance to this type of license.
Obtaining This Product
To install this product, you'll need to access the Microsoft 365 admin center. When your request has been approved, TechSoup Canada will send a message to your organization email address with further instructions.
If you need help obtaining this product, find out how to download it.",Microsoft Discounted Software,Multilingual,"Server & Security Software, Server and Network Management",Licence Only,Windows,69.0,https://www.techsoup.ca/content/windows-server-standard-discounted-%E2%80%93-no-software-assurance
158,LV-56013,"Windows Server Standard, 16 Core Licenses (Discounted) – No Software Assurance","Description
Windows Server Standard is a server operating system that enables a computer to handle network roles such as print server, domain controller, web server, and file server. As a server operating system, it is also the platform for separately acquired server applications such as Exchange Server or SQL Server. The Standard edition is designed for small-to-medium-sized organizations with physical or lightly virtualized server environments.
This offer provides 16 core licenses for Windows Server Standard. Windows Server requires a minimum of 8 core licenses for each physical processor and a minimum of 16 core licenses for each server. The Standard edition allows up to two virtual instances of the server software when all cores on the server are licensed. For additional licensing information, see Understanding the Microsoft Server Solutions Available to Your Nonprofit.
Which Version of This Software Is Available?
You can find out which version of this software is available on the Current Versions of Microsoft Products page. You can download the software in any language that's available.
Benefits for Organizations
If you have system administration experience, you can use Windows Server to
Run multiple server roles and different operating systems on a single server
Reduce the amount of hardware needed to run server workloads
Minimize the time it takes to set up hardware and software and reproduce test environments
Major Capabilities
Server virtualization: Windows Server provides tools for creating and managing a virtualized server computing environment. You can replicate a virtual machine from one location to another, without shared storage, storage arrays, or other replication technologies.
Server management: Server Core and Nano Server provide minimal environments for running specific server roles. Those roles are then easier to maintain and manage and less exposed to attack. Administrators can manage groups of servers collectively from within a single, integrated console.
Integrated services: Windows Server delivers a unified platform for web publishing that integrates IIS, ASP.NET, and Windows Communication Foundation and also supports SharePoint Services.
Failover clustering: Administrators can minimize disruptions of services and applications by creating a redundant server environment with dynamic hardware partitioning.
DirectAccess: This secure tunneling feature allows access to the network from any computer or device. It is faster than typical VPN connections and provides off-site access to file shares, on-premises equipment, and other resources.
No Software Assurance
This license does not include Software Assurance. Without Software Assurance, you will not have the right to install new releases of this product. You will not be able to add Software Assurance to this type of license.
Obtaining This Product
To install this product, you'll need to access the Microsoft 365 admin center. When your request has been approved, TechSoup Canada will send a message to your organization email address with further instructions.
If you need help obtaining this product, find out how to download it.",Microsoft Discounted Software,Multilingual,,Licence Only,Windows,557.0,https://www.techsoup.ca/content/windows-server-standard-16-core-licenses-discounted-%E2%80%93-no-software-assurance
159,L-56015,Windows Server User CAL (Discounted) – No Software Assurance,"Description
Windows Server is Microsoft's solution for workgroup file, print, and communication servers, as well as for Internet content delivery. A user client access license (CAL) is needed for every user accessing Windows Server for file services, printing services, remote access service, or terminal services. It is also needed for any authenticated users accessing Windows Server as a web server or an application server.
This offer provides one user CAL that authorizes a user to access Windows Server from any device (for example, when an employee accesses the server from a computer at work and another at home). Device CALs for licensing computers and external connector licenses (ECLs) for licensing a significant number of external users are also available.
Additional Information
For additional information about the available editions of Windows Server and the server and client licensing requirements, see Understanding the Microsoft Server Solutions Available to Your Nonprofit.
License Only
CALs, ECLs, and management licenses (MLs) offered through TechSoup Canada are always for the currently offered version of the server software. However, these licenses can also be used with earlier versions of the server software.
No Software Assurance
This license does not include Software Assurance. Without Software Assurance, you will not have the right to install new releases of this product. You will not be able to add Software Assurance to this type of license.",Microsoft Discounted Software,Multilingual,,Licence Only,Windows,13.0,https://www.techsoup.ca/content/windows-server-user-cal-discounted-%E2%80%93-no-software-assurance
160,LS-55606,Azure DevOps Server Device CAL (Discounted),"Description
An Azure DevOps Server device CAL authorizes one computer or other device to access Azure DevOps Server (formerly Visual Studio Team Foundation Server), regardless of the number of users. For example, a workstation that's shared by several employees could be used to access the server.
This offer provides one device CAL. User CALs for licensing individuals are also available.
The Microsoft Developer Network (MSDN) subscription that is bundled with Visual Studio editions available through TechSoup Canada provides one Azure DevOps Server CAL. Other users need an Azure DevOps Server user or device CAL to access Azure DevOps Server. Examples are users of Visual Studio Team Explorer (available as a free download from Microsoft), Visual Studio Team Explorer Everywhere, or Visual Studio Online.
License Only
CALs, ECLs, and management licenses (MLs) offered through TechSoup Canada are always for the currently offered version of the server software. However, these licenses can also be used with earlier versions of the server software.
Software Assurance
Under the Software Assurance program, you have the right to install any new release of products covered in the agreement during the term of your coverage.
Obtaining This Product
To receive discounted Microsoft products with Software Assurance, you'll need to accept and electronically sign a Volume Licensing Agreement. After you place your request, you'll receive an email from Microsoft eAgreements with a link to the Volume Licensing Agreement. Your request won't be approved until you've signed the agreement.
When your request has been approved, TechSoup Canada will send a message to your organization email address with further instructions.
If you need help obtaining this product, find out how to download it.",Microsoft Discounts with Software Assurance,Multilingual,,Licence Only,Windows,353.0,https://www.techsoup.ca/content/azure-devops-server-device-cal-discounted-0
161,LS-55607,Azure DevOps Server User CAL (Discounted),"Description
An Azure DevOps Server user CAL authorizes a user to access Azure DevOps Server (formerly Visual Studio Team Foundation Server) from any device. For example, an employee could access the server from a computer at work and another at home.
This offer provides one user CAL. Device CALs are also available.
The Microsoft Developer Network (MSDN) subscription that is bundled with Visual Studio editions available through TechSoup Canada provides one Azure DevOps Server CAL. Other users need an Azure DevOps Server user or device CAL to access Azure DevOps Server. Examples are users of Visual Studio Team Explorer (available as a free download from Microsoft), Visual Studio Team Explorer Everywhere, or Visual Studio Online.
License Only
CALs, ECLs, and management licenses (MLs) offered through TechSoup Canada are always for the currently offered version of the server software. However, these licenses can also be used with earlier versions of the server software.
Software Assurance
Under the Software Assurance program, you have the right to install any new release of products covered in the agreement during the term of your coverage.
Obtaining This Product
To receive discounted Microsoft products with Software Assurance, you'll need to accept and electronically sign a Volume Licensing Agreement. After you place your request, you'll receive an email from Microsoft eAgreements with a link to the Volume Licensing Agreement. Your request won't be approved until you've signed the agreement.
When your request has been approved, TechSoup Canada will send a message to your organization email address with further instructions.
If you need help obtaining this product, find out how to download it.",Microsoft Discounts with Software Assurance,Multilingual,,Licence Only,Windows,360.0,https://www.techsoup.ca/content/azure-devops-server-user-cal-discounted-0
162,LS-55571,SQL Server Device CAL (Discounted),"Description
A SQL Server device client access license (CAL) authorizes one computer to access SQL Server when the server is deployed using the Server/CAL model. Any number of users can use the device (for example, on a shared workstation).
This offer provides one device CAL. User CALs for licensing individuals are also available.
Additional Information
For a summary of the available editions of SQL Server and licensing alternatives, see the Guide to SQL Server Editions and Licensing.
License Only
CALs, ECLs, and management licenses (MLs) offered through TechSoup Canada are always for the currently offered version of the server software. However, these licenses can also be used with earlier versions of the server software.
Software Assurance
Under the Software Assurance program, you have the right to install any new release of products covered in the agreement during the term of your coverage.
Obtaining This Product
To receive discounted Microsoft products with Software Assurance, you'll need to accept and electronically sign a Volume Licensing Agreement. After you place your request, you'll receive an email from Microsoft eAgreements with a link to the Volume Licensing Agreement. Your request won't be approved until you've signed the agreement.
When your request has been approved, TechSoup Canada will send a message to your organization email address with further instructions.
If you need help obtaining this product, find out how to download it.",Microsoft Discounts with Software Assurance,Multilingual,,Licence Only,Windows,128.0,https://www.techsoup.ca/content/sql-server-device-cal-discounted-0
163,L-55992,SQL Server Device CAL (Discounted) – No Software Assurance,"Description
A SQL Server device client access license (CAL) authorizes one computer to access SQL Server when the server is deployed using the Server/CAL model. Any number of users can use the device (for example, on a shared workstation).
This offer provides one device CAL. User CALs for licensing individuals are also available.
Additional Information
For a summary of the available editions of SQL Server and licensing alternatives, see the Guide to SQL Server Editions and Licensing.
License Only
CALs, ECLs, and management licenses (MLs) offered through TechSoup Canada are always for the currently offered version of the server software. However, these licenses can also be used with earlier versions of the server software.
No Software Assurance
This license does not include Software Assurance. Without Software Assurance, you will not have the right to install new releases of this product. You will not be able to add Software Assurance to this type of license.",Microsoft Discounted Software,Multilingual,,Licence Only,Windows,73.0,https://www.techsoup.ca/content/sql-server-device-cal-discounted-%E2%80%93-no-software-assurance
164,LS-55539,SQL Server User CAL (Discounted),"Description
A SQL Server user client access license (CAL) authorizes one user to access SQL Server from any device when the server is deployed using the Client/Server mode. For example, an employee might access the server from a computer at work and another at home.
This offer provides one user CAL. Device CALs for licensing computers are also available.
Additional Information
For a summary of the available editions of SQL Server and licensing alternatives, see the Guide to SQL Server Editions and Licensing.
License Only
CALs, ECLs, and management licenses (MLs) offered through TechSoup Canada are always for the currently offered version of the server software. However, these licenses can also be used with earlier versions of the server software.
Software Assurance
Under the Software Assurance program, you have the right to install any new release of products covered in the agreement during the term of your coverage.
Obtaining This Product
To receive discounted Microsoft products with Software Assurance, you'll need to accept and electronically sign a Volume Licensing Agreement. After you place your request, you'll receive an email from Microsoft eAgreements with a link to the Volume Licensing Agreement. Your request won't be approved until you've signed the agreement.
When your request has been approved, TechSoup Canada will send a message to your organization email address with further instructions.
If you need help obtaining this product, find out how to download it.",Microsoft Discounts with Software Assurance,Multilingual,,Licence Only,Windows,128.0,https://www.techsoup.ca/content/sql-server-user-cal-discounted-0
165,L-55986,SQL Server User CAL (Discounted) – No Software Assurance,"Description
A SQL Server user client access license (CAL) authorizes one user to access SQL Server from any device when the server is deployed using the Client/Server mode. For example, an employee might access the server from a computer at work and another at home.
This offer provides one user CAL. Device CALs for licensing computers are also available.
Additional Information
For a summary of the available editions of SQL Server and licensing alternatives, see the Guide to SQL Server Editions and Licensing.
License Only
CALs, ECLs, and management licenses (MLs) offered through TechSoup Canada are always for the currently offered version of the server software. However, these licenses can also be used with earlier versions of the server software.
No Software Assurance
This license does not include Software Assurance. Without Software Assurance, you will not have the right to install new releases of this product. You will not be able to add Software Assurance to this type of license.",Microsoft Discounted Software,Multilingual,,Licence Only,Windows,73.0,https://www.techsoup.ca/content/sql-server-user-cal-discounted-%E2%80%93-no-software-assurance
166,LS-55586,Access (Discounted),"Description
Access is a relational database management system that helps information workers track and report information.
This offer provides one license for installing the software on a single device. See a summary of Volume Licensing Product Terms for specific licensing details.
Which Versions of This Software Are Available?
You can choose to download the current version or the previous version of this software. You can find out which version is the current one on the Current Versions of Microsoft Products page. In addition, you can download the software in any language that's available.
Benefits for Organizations
If you have database experience, you can use Access to
Maintain a database of information on members, donors, and other constituents
Convert data to reports and forms
Automate data processing without writing any code
Major Capabilities
Templates: Access includes prebuilt solutions that you can modify and adapt to your needs.
Forms and reports: You can design and create professional forms and reports based on the fields in your databases.
Tool development: Expression Builder and Macro Designer allow you to add automation and complex expressions without writing any code.
Web access: When connected with SharePoint Server, you can post your databases online and access, view, and edit them from the web. Users without Access software can open web forms and reports in a web browser and synchronize their changes automatically.
Data import: Access can connect to and import data from external sources, such as other Access databases, Excel spreadsheets, ODBC sources, and SQL Server database.
Software Assurance
Under the Software Assurance program, you have the right to install any new release of products covered in the agreement during the term of your coverage.
Obtaining This Product
To receive discounted Microsoft products with Software Assurance, you'll need to accept and electronically sign a Volume Licensing Agreement. After you place your request, you'll receive an email from Microsoft eAgreements with a link to the Volume Licensing Agreement. Your request won't be approved until you've signed the agreement.
When your request has been approved, TechSoup Canada will send a message to your organization email address with further instructions.
If you need help obtaining this product, find out how to download it.",Microsoft Discounts with Software Assurance,Multilingual,,Licence Only,Windows,115.0,https://www.techsoup.ca/content/access-discounted-0
167,LVS-55542,Azure DevOps Server (Discounted),"Description
Azure DevOps Server (formerly Visual Studio Team Foundation Server) is a project management and version control application for software development teams. It's typically deployed in organizations with several developers who need to collaborate on one or more projects.
This offer provides one server license for running one instance of the server software in one physical or virtual operating system environment on a single server. Each user or device that connects to the server must have an Azure DevOps Server user or device client access license (CAL). See TechSoup Canada's Guide to Microsoft Server Licensing for more information.
Which Versions of This Software Are Available?
You can choose to download the current version or the previous version of this software. You can find out which version is the current one on the Current Versions of Microsoft Products page. In addition, you can download the software in any language that's available.
Benefits for Organizations
If you have an experienced software development team, you can use Azure DevOps Server to plan work, collaborate on code development, and build and deploy applications.
Major Capabilities
Azure DevOps provides integrated features that you can access through your web browser or integrated development environment (IDE) client. You can use one or more of the following services based on your business needs.
Azure Repos provides Git repositories or Team Foundation Version Control (TFVC) for source control of your code.
Azure Pipelines provides build and release services to support continuous integration and delivery of your apps.
Azure Boards delivers a suite of Agile tools to support planning and tracking work, code defects, and issues using Kanban and Scrum methods.
Azure Test Plans provides several tools to test your apps, including manual or exploratory testing and continuous testing.
Azure Artifacts allows your teams to share Maven, npm, and NuGet packages from public and private sources and integrate package sharing into your continuous integration (CI) and continuous delivery (CD) pipelines.
For a complete list of features and services, see the Azure DevOps Server website.
Software Assurance
Under the Software Assurance program, you have the right to install any new release of products covered in the agreement during the term of your coverage.
Obtaining This Product
To receive discounted Microsoft products with Software Assurance, you'll need to accept and electronically sign a Volume Licensing Agreement. After you place your request, you'll receive an email from Microsoft eAgreements with a link to the Volume Licensing Agreement. Your request won't be approved until you've signed the agreement.
When your request has been approved, TechSoup Canada will send a message to your organization email address with further instructions.
If you need help obtaining this product, find out how to download it.",Microsoft Discounts with Software Assurance,Multilingual,,Licence Only,Windows,353.0,https://www.techsoup.ca/content/azure-devops-server-discounted-0
168,LVS-55579,BizTalk Server Standard (Discounted),"Description
BizTalk Server Standard Edition is infrastructure software for connecting business systems with each other, regardless of the platform or physical location. It also allows users to define and execute processes based on those systems. The Standard Edition is designed for small-to-medium-sized organizations.
This offer provides two processor core licenses. BizTalk Server requires a minimum of four core licenses for each physical or virtual processor. BizTalk Server does not require any client licenses. To figure out how many licenses you should request and learn more about BizTalk Server licensing, see Microsoft's BizTalk Server Licensing Datasheet and FAQ.
Which Versions of This Software Are Available?
You can choose to download the current version or the previous version of this software. You can find out which version is the current one on the Current Versions of Microsoft Products page. In addition, you can download the software in any language that's available.
Benefits for Organizations
If you have system administration experience, you can use BizTalk Server to
Reduce hardware costs by using virtualized environments and replacing existing data infrastructures
Increase efficiency by automating and monitoring data processes
Major Capabilities
Messaging: The Windows Azure Service Bus connects apps across private and public cloud environments. Users can then exchange documents across these environments, and third parties can access services running on-premises behind firewalls.
Adapter pack: BizTalk Server includes more than a dozen adapters to communicate with .NET, XML and web services, and IBM databases. Adapters can also communicate with commonly used business software such as SAP, Siebel, PeopleSoft, and Oracle E-Business Suite. Microsoft partners offer additional adapters, some at an extra cost.
Orchestration Designer: Along with the BizTalk Editor and BizTalk Mapper, Orchestration Designer provides a graphical way to define a business process and the rules it uses. The Business Rules Engine provides a way of evaluating a complex set of business rules.
Business integration: BizTalk Server natively supports Electronic Data Interchange, one of the most common data exchange formats, as well as the AS2 and SWIFT formats.
Business Activity Monitoring: Business Activity Monitoring allows analysts, developers, and information workers to get information about business state, trends, and critical conditions.
BizTalk RFID: BizTalk enables radio frequency identification (RFID) devices to become fully compatible with the Microsoft platform and includes native support for mobile RFID. It also allows developers to create RFID processes, such as asset tracking and supply chain visibility, which are independent of underlying device types and protocols.
Software Assurance
Under the Software Assurance program, you have the right to install any new release of products covered in the agreement during the term of your coverage.
Obtaining This Product
To receive discounted Microsoft products with Software Assurance, you'll need to accept and electronically sign a Volume Licensing Agreement. After you place your request, you'll receive an email from Microsoft eAgreements with a link to the Volume Licensing Agreement. Your request won't be approved until you've signed the agreement.
When your request has been approved, TechSoup Canada will send a message to your organization email address with further instructions.
If you need help obtaining this product, find out how to download it.",Microsoft Discounts with Software Assurance,Multilingual,,Licence Only,Windows,4625.0,https://www.techsoup.ca/content/biztalk-server-standard-discounted-0
169,LS-55594,Core Device CAL Suite (Discounted),"Description
The Core Device CAL Suite is a set of four device client access licenses (CALs) and two operating system environment (OSE) client management licenses (MLs). Together they provide workstation licensing for key Microsoft server technologies.
A device CAL gives one computer or other device access to a server regardless of the number of users. An OSE client ML licenses the management of one nonserver device. If a device has multiple OSEs, a separate ML is required for each OSE being managed. See below for details on the CALs and client MLs included with this product.
Benefits for Organizations
You can request this suite to obtain workstation licensing for six popular server products. You'll also obtain the rights to download and install management server software for Microsoft Endpoint Configuration Manager, System Center Virtual Machine Manager, and System Center Endpoint Protection.
CALs
One Core Device CAL Suite contains one of each of the following CALs.
Windows Server Device CAL provides access to Windows Server.
Exchange Server Device CAL – Standard provides access to Exchange Server.
SharePoint Server Device CAL – Standard provides access to SharePoint Server.
Skype for Business Server Device CAL – Standard supports the instant messaging, presence, and PC-to-PC audio and video communications capabilities of Skype for Business Server.
Note: The Exchange Server Enterprise CAL and SharePoint Server Enterprise CAL are not included in the Core CAL Suite.
Microsoft Endpoint and System Center Client MLs
One Core Device CAL Suite contains one of each of the following OSE client MLs.
Microsoft Endpoint Configuration Manager OSE Client ML allows management by Microsoft Endpoint Configuration Manager and System Center Virtual Machine Manager.
System Center Endpoint Protection OSE Client ML allows protection by System Center Endpoint Protection.
The right to run management server software is included with System Center client MLs. If you request this product, you can download and install the management server software listed above. The software includes a runtime version of SQL Server Technology (SQL Server Standard Edition) to support System Center. No additional licenses are needed for management servers or SQL Server technology.
For more information, see TechSoup Canada's Guide to System Center Products and Licensing.
License Information
CALs do not require media, license keys, or setup codes.
CALs offered through TechSoup Canada are always for the currently offered version of the server software. However, these licenses can also be used with earlier versions of the server software.
Software Assurance
Under the Software Assurance program, you have the right to install any new release of products covered in the agreement during the term of your coverage.
Obtaining the Server Software
To receive discounted Microsoft products with Software Assurance, you'll need to accept and electronically sign a Volume Licensing Agreement. After you place your request, you'll receive an email from Microsoft eAgreements with a link to the Volume Licensing Agreement. Your request won't be approved until you've signed the agreement.
When your request has been approved, TechSoup Canada will send a message to your organization email address with further instructions.
If you need help obtaining this product, find out how to download it.",Microsoft Discounts with Software Assurance,Multilingual,,Licence Only,Windows,162.0,https://www.techsoup.ca/content/core-device-cal-suite-discounted-0
