رمز فئة المنتج,اسم المصنع,العنوان,رقم التواصل,البريد الإلكتروني
11232079,مصنع جنا لبنان للحداده,المنطقة الشرقية,59998006,abdulmonem@alsaryat.con
11232079,مصنع ادارة الهواء للتهوية,المنطقة الشرقية,843505006,saleh_4000@hotmail.com
11232079,مصنع ادارة الهواء للتهوية,المنطقة الشرقية,843505006,saleh_4000@hotmail.com
11232079,مصنع الشركه السعوديه لانتاج مجاري الهواء,منطقة الرياض,46444006,tgazal@alhakbanigroup.com
11232079,شركة مصنع رفوف الطاقة,منطقة مكة المكرمة,287911006,amayer.alsulami@electric-house.com
11232079,مصنع مساند التقنية للخدمات الصناعية,المنطقة الشرقية,0,khalid@mosaned.com
11232079,فرع شركة زياد خطار وشريكه للصناعات,منطقة الرياض,0,aeid@kgtech-arabia.com
11232079,شركة الزامل للمكيفات والأجهزة المنزلية,المنطقة الشرقية,138473008,othmanalghamdi@zamilac.com
11232079,مصنع مساند التقنية للخدمات الصناعية,المنطقة الشرقية,0,khalid@mosaned.com
11232079,شركة الزامل للمكيفات المركزية شركة شخص واحد,المنطقة الشرقية,55122008,abdulrahmans@zamilac.com
11232079,شركة بيت الجليد للصناعة,منطقة الرياض,0,h.asuni@bgksa.co
11232079,مصنع شركة محمد سعيد القحطاني وشركاه لقنوات تكييف الهواء,المنطقة الشرقية,839061006,hudood@hotmail.com
11232079,ولوف للصناعات المعدنية,المنطقة الشرقية,887645006,aliabdullah_1415@yahoo.com
11232079,المصنع السعودي لمجارى الهواء,منطقة الرياض,213021006,khaledsaleh0506@yahoo.com
11232078,مصنع البابطين للاجهزة المنزلية,منطقة الرياض,126507007,hrm@abeico.com.sa
11232078,شركة ال جي شاكر المحدودة,منطقة الرياض,499765006,fahad.shabibi@lge.com
11232078,مصنع المسيلة للتكييف,المنطقة الشرقية,138123008,hussain.sawad@skmaircon.com
11232078,مصنع أحمد زامل الزامل للتكييف والتبريد,منطقة الرياض,507857008,suliman-5543@hotmail.com
11232078,شركة العيسى للتبريد والتكييف,منطقة الرياض,114086008,jzammam@alessa.com.sa
11232078,مصنع المسيلة للتكييف,المنطقة الشرقية,138123008,hussain.sawad@skmaircon.com
11232078,شركة ال جي شاكر المحدودة,منطقة الرياض,499765006,fahad.shabibi@lge.com
11232078,مصنع الزامل للمكيفات - الفرع النسائي,المنطقة الشرقية,847333006,mghamdi@zamilac.com
11232078,مصنع الزامل للمكيفات - الفرع النسائي,المنطقة الشرقية,847333006,mghamdi@zamilac.com
11232078,شركة ال جي شاكر المحدودة,منطقة الرياض,499765006,fahad.shabibi@lge.com
11232078,شركة ال جي شاكر المحدودة,منطقة الرياض,499765006,fahad.shabibi@lge.com
11232078,شركة الزامل للمكيفات والأجهزة المنزلية,المنطقة الشرقية,138473008,othmanalghamdi@zamilac.com
11232078,مصنع شركة كيان الطاقة للمكيفات,منطقة الرياض,11473008,alarnaout69@hotmail.com
11232078,الشركة السعودية لصناعة المكيفات المحدودة,منطقة مكة المكرمة,63732006,mohammed.al-nashri@samco.com.sa
11232078,شركة ال جي شاكر المحدودة,منطقة الرياض,499765006,fahad.shabibi@lge.com
11232078,مصنع البابطين للاجهزة المنزلية,منطقة الرياض,126507007,hrm@abeico.com.sa
11232078,شركة الشرق الأوسط لمكيفات الهواء المحدودة,المنطقة الشرقية,138473008,othmanalghmdi@zamilac.com
11232078,مصنع المسيلة للتكييف,المنطقة الشرقية,138123008,hussain.sawad@skmaircon.com
11232078,شركة العيسى للتبريد والتكييف,منطقة الرياض,114086008,jzammam@alessa.com.sa
11232078,الشركة السعودية لصناعة المكيفات المحدودة,منطقة مكة المكرمة,63732006,mohammed.al-nashri@samco.com.sa
11232078,شركة العيسى للتبريد والتكييف,منطقة الرياض,114086008,jzammam@alessa.com.sa
11232078,مصنع طيبة للأجهزة المنزلية,منطقة المدينة المنورة,0,null
11232078,شركة ال سالم يورك للصناعات المحدودة,منطقة مكة المكرمة,6901006,abdulhalim.ghishari@jci.com
11232078,شركة مشاريع التدفئة والتبريد (مصنع النجمة الذهبية لأجهزة تكييف الهواء),منطقة الرياض,26515006,info@hace.com.sa
11232078,شركة الزامل للمكيفات والأجهزة المنزلية,المنطقة الشرقية,138473008,othmanalghamdi@zamilac.com
11232078,شركة الشرق الأوسط لمكيفات الهواء المحدودة,المنطقة الشرقية,138473008,othmanalghmdi@zamilac.com
11232078,شركة ال جي شاكر المحدودة,منطقة الرياض,499765006,fahad.shabibi@lge.com
11232077,شركة أباحسين المحدودة للصناعات المتخصصة,المنطقة الشرقية,898405006,cajetanr@abahsain.net
11232076,مصنع راف التقنية للبتروكيماويات,"Unnamed Road, هيت، الرياض 1456",810773006,a.khunayn@raf-group.net
11232076,مصنع فولتس الصناعي,الجبيل,0,abdulrahman@manaraglobal.com
11232076,شركة آي كيه السعودية للتصنيع,3744، المدينة الصناعية الثانية,138026008,Abdulaziz.Qanbar@ik-worldwide.com
11232075,مصنع فولتس الصناعي,الجبيل,0,abdulrahman@manaraglobal.com
11232074,مصنع الجفالي لمجاري الهواء وملحقاتها,جدة,69203006,null
11232074,فرع شركة زياد خطار وشريكه للصناعات,"Unnamed Road, المشاعل، الرياض ",0,aeid@kgtech-arabia.com
11232074,مصنع ربيع التكييف,"3959, المدينة الصناعية الجديدة",114982008,yassir@rabie.ac.com
11232074,شركة كي بي اي العربية السعودية,"شارع الرغامة،, المدينة الصناعي",114987008,kboutros@kbeinternational.com
11232074,شركة الخليج لفتحات التكييف المركزي,8199، المدينة الصناعية الجديدة,265122006,info@ggc.com.sa
11232074,مصنع كفاءة الهواء السعودي,الجبيل المنطقة الشرقية السعودي ة,0,null
11232073,شركة مصنع سعودي إخوان لمجاري تكييف الهواء المحدودة,منطقة الرياض,114791008,contact@alafcohvac.com
11232073,مصنع واحة الانجازلفتحات التكييف,المنطقة الشرقية,802192006,ah_gm@hotmail.com
11232073,المصنع السعودي الحديث,المنطقة الشرقية,0,null
11232073,فرع مصنع شركة الشرقاوي لانظمة توزيع الهواء المحدودة,منطقة مكة المكرمة,0,w.tassan@sharqawifactory.com
11232073,مصنع الجفالي لمجاري الهواء وملحقاتها,منطقة مكة المكرمة,69203006,null
11232073,فرع شركة هوني ويل التركي العربية المحدودة,المنطقة الشرقية,0,taha.nujaidi@honeywell.com
11232073,مصنع أنظمة تكييف الهواء,المنطقة الشرقية,353644007,SALEH@MJB.COM.SA
11232073,فرع شركة زياد خطار وشريكه للصناعات,منطقة الرياض,0,aeid@kgtech-arabia.com
11232073,المصنع السعودي لمجارى الهواء,منطقة الرياض,213021006,khaledsaleh0506@yahoo.com
11232073,مصنع جذوات للصناعة,منطقة الرياض,114157008,info@najdlinks.com
11232073,فرع شركة هوني ويل التركي العربية المحدودة للوحات التحكم,المنطقة الشرقية,138134008,mustafa.al-asfour@honeywell.com
11232073,مصنع الراية المتميزة للصناعة,منطقة مكة المكرمة,692778006,hasan@asic.com.sa
11232073,شركة مصنع الخضري للآليات الحديدية,المنطقة الشرقية,843184006,mustafa.obaidan@khi.com.sa
11232073,شركة مصنع مسارات الهواء المتحدة,منطقة الرياض,560723008,wabilb@eggme.com
11232073,شركة كي بي اي العربية السعودية,منطقة الرياض,114987008,kboutros@kbeinternational.com
11232073,مصنع أماجد للثلاجات وتمديدات التكييف المركزي,منطقة الرياض,114069008,inf@amajed.com
11232073,شركة ثيرمال إير الصناعية العربية المحدودة,المنطقة الشرقية,341586006,kayal@ataiksa.com
11232073,مصنع ربى الصحراء لتمديدات التكييف,منطقة الرياض,142334007,rakan66@hotmail.com
11232073,مصنع حمد محمد الحسنية للمنتجات المعدنية,منطقة عسير,238161006,hamad70_m@yahoo.com
11232073,مصنع الصرح المثالي للسلامه,المنطقة الشرقية,138934008,omar.mukahal@profiregroup.com
11232073,مصنع الضخم الأول للتبريد والتكييف,منطقة المدينة المنورة,14839008,abuouf_plaza@hotmail.com
11232073,مصنع ربيع التكييف,منطقة الرياض,114982008,yassir@rabie.ac.com
11232073,شركة بيت الفراشة للصناعة,منطقة الرياض,0,info@butterflyhouse.com.sa
11232073,مصنع الجودة لمجاري الهواء,منطقة الرياض,505429008,YJADEED@HOTMAIL.COM
11232073,مصنع فصول الرياض لمجاري ومخارج الهواء,منطقة الرياض,114735008,fesoulalriyadh.gmail.com
11232073,شركة مصنع التلال السعودي للصناعات الحديدية,المنطقة الشرقية,0,altilalfact@gmail.com
11232073,شركة كي بي اي العربية السعودية,منطقة الرياض,114987008,kboutros@kbeinternational.com
11232073,فرع مصنع شركة الشرقاوي لانظمة توزيع الهواء المحدودة,منطقة مكة المكرمة,0,w.tassan@sharqawifactory.com
11232073,فرع شركة زياد خطار وشريكه للصناعات,منطقة الرياض,0,aeid@kgtech-arabia.com
11232073,مصنع مدى الحياه للمكيفات والثلاجات,منطقة الرياض,432914006,agehksa@yahoo.com
11232073,شركة مصنع سما التكييف,منطقة الرياض,112143008,sama_ac@ymail.com
11232073,شركة سافيد المحدودة,منطقة الرياض,114983008,fayez@safid.com
11232073,شركة سافيد المحدودة,منطقة الرياض,114983008,fayez@safid.com
11232073,شركة ثيرمال إير الصناعية العربية المحدودة,المنطقة الشرقية,341586006,kayal@ataiksa.com
11232073,شركة مصنع نسمات الربيع لتجهيزات التكييف,منطقة الرياض,0,inssac@gmail.cl.com
11232073,فرع شركة زياد خطار وشريكه للصناعات,منطقة الرياض,0,aeid@kgtech-arabia.com
11232073,شركة كي بي اي العربية السعودية,منطقة الرياض,114987008,kboutros@kbeinternational.com
11232073,مصنع الجفالي لمجاري الهواء وملحقاتها,منطقة مكة المكرمة,69203006,null
11232072,مصنع جذوات للصناعة,3155 وادي بيدة، السلي، الرياض ,114157008,info@najdlinks.com
11232072,شركة محمود يوسف عضاضة وعصام قباني وشركاهما المحدودة,"9417, البحيرات، مكة 24227، الس",555509008,a.hussein@adada-kabbani.com
11232072,مصنع بانوراما لأعمال التكييف,"Unnamed Road, التعاون، الخبر 3",0,proj.panorama@gmail.com
11232072,شركة جمامكو السعودية,الرياض - السلي شارع اسطانبول,461167006,badr66666@windowslive.com
11232072,مصنع الكميات النوعية للألات والمعدات,القطيف,540593008,nsnotaibi@gmail.com
11232072,مصنع شركة محمد سعيد القحطاني وشركاه لقنوات تكييف الهواء,6362، الخضرية، الدمام 32435 43,839061006,hudood@hotmail.com
11232072,مصنع أماجد للثلاجات وتمديدات التكييف المركزي,الرياض الصناعية الثانية,114069008,inf@amajed.com
11232072,مصنع درفات لإنتاج المنتجات المعدنيةوالألومنيوم,7925، الملك فهد، مكة 24346 367,125503008,D.Gm@maidat.com.sa
11232071,شركة مشاريع التدفئة والتبريد (مصنع النجمة الذهبية لأجهزة تكييف الهواء),منطقة الرياض,26515006,info@hace.com.sa
11232071,شركة ال جي شاكر المحدودة,منطقة الرياض,499765006,fahad.shabibi@lge.com
11232071,مصنع شركة تقنية البناء للمكيفات,منطقة الرياض,112487008,null
11232071,شركة ال جي شاكر المحدودة,منطقة الرياض,499765006,fahad.shabibi@lge.com
11232071,شركة ال سالم يورك للصناعات المحدودة,منطقة مكة المكرمة,6901006,abdulhalim.ghishari@jci.com
11232071,مصنع المسيلة للتكييف,المنطقة الشرقية,138123008,hussain.sawad@skmaircon.com
11232071,شركة العيسى للتبريد والتكييف,منطقة الرياض,114086008,jzammam@alessa.com.sa
11232071,شركة الزامل للمكيفات والأجهزة المنزلية,المنطقة الشرقية,138473008,othmanalghamdi@zamilac.com
11232071,مصنع الزامل للمكيفات - الفرع النسائي,المنطقة الشرقية,847333006,mghamdi@zamilac.com
11232071,شركة الزامل للمكيفات والأجهزة المنزلية,المنطقة الشرقية,138473008,othmanalghamdi@zamilac.com
11232071,شركة ال سالم يورك للصناعات المحدودة,منطقة مكة المكرمة,6901006,abdulhalim.ghishari@jci.com
11232071,مصنع الزامل للمكيفات - الفرع النسائي,المنطقة الشرقية,847333006,mghamdi@zamilac.com
11232071,الشركة السعودية لصناعة المكيفات المحدودة,منطقة مكة المكرمة,63732006,mohammed.al-nashri@samco.com.sa
11232071,شركة ال جي شاكر المحدودة,منطقة الرياض,499765006,fahad.shabibi@lge.com
11232071,شركة الشرق الأوسط لمكيفات الهواء المحدودة,المنطقة الشرقية,138473008,othmanalghmdi@zamilac.com
11232071,شركة دنسو عبداللطيف جميل المحدودة,منطقة مكة المكرمة,608336006,dawoodkh@alj.com
11232071,شركة الشرق الأوسط لمكيفات الهواء المحدودة,المنطقة الشرقية,138473008,othmanalghmdi@zamilac.com
11232071,مصنع طيبة للأجهزة المنزلية,منطقة المدينة المنورة,0,null
11232071,الشركة السعودية لصناعة المكيفات المحدودة,منطقة مكة المكرمة,63732006,mohammed.al-nashri@samco.com.sa
11232071,شركة ال جي شاكر المحدودة,منطقة الرياض,499765006,fahad.shabibi@lge.com
11232071,شركة العيسى للتبريد والتكييف,منطقة الرياض,114086008,jzammam@alessa.com.sa
11232071,مصنع البابطين للاجهزة المنزلية,منطقة الرياض,126507007,hrm@abeico.com.sa
11232071,الشركة السعودية لصناعة المكيفات المحدودة,منطقة مكة المكرمة,63732006,mohammed.al-nashri@samco.com.sa
11232071,شركة ال جي شاكر المحدودة,منطقة الرياض,499765006,fahad.shabibi@lge.com
11232071,الشركة السعودية لصناعة المكيفات المحدودة,منطقة مكة المكرمة,63732006,mohammed.al-nashri@samco.com.sa
11232071,شركة الزامل للمكيفات المركزية شركة شخص واحد,المنطقة الشرقية,55122008,abdulrahmans@zamilac.com
11232071,شركة العيسى للتبريد والتكييف,منطقة الرياض,114086008,jzammam@alessa.com.sa
11232071,مصنع شركة كيان الطاقة للمكيفات,منطقة الرياض,11473008,alarnaout69@hotmail.com
11232071,شركة ال جي شاكر المحدودة,منطقة الرياض,499765006,fahad.shabibi@lge.com
11232071,مصنع البابطين للاجهزة المنزلية,منطقة الرياض,126507007,hrm@abeico.com.sa
11232071,شركة ال جي شاكر المحدودة,منطقة الرياض,499765006,fahad.shabibi@lge.com
11232071,مصنع أحمد زامل الزامل للتكييف والتبريد,منطقة الرياض,507857008,suliman-5543@hotmail.com
11232071,مصنع المسيلة للتكييف,المنطقة الشرقية,138123008,hussain.sawad@skmaircon.com
11232071,مصنع المسيلة للتكييف,المنطقة الشرقية,138123008,hussain.sawad@skmaircon.com
11232071,شركة الزامل للمكيفات والأجهزة المنزلية,المنطقة الشرقية,138473008,othmanalghamdi@zamilac.com
11232070,مصنع مكيفات وبرادات صقر الصحراء,منطقة الرياض,498125006,alkhdhir@alsadeh.com
11232070,شركه وحدات التبريد السعوديه,منطقة الرياض,112865008,salmy_1981@yahoo.com
11232070,مصنع ابراهيم حسن عجلان العجلان للمكيفات الصحراوية,منطقة الرياض,112419008,info@ajlancoolers.com
11232070,مجموعة مصانع ناصر الحميد للصناعة والتجارة,منطقة الرياض,448028006,nabil4go@gmail.com
11232070,شركة مصنع ريم للسخانات,منطقة الرياض,920008008,info@reem.com.sa
11232070,شركة الخزف السعودية,منطقة الرياض,0,saadon.abdan@saudiceramics.com
11232070,شركة مصنع البلاستيك السعودي,منطقة الرياض,498281006,bandar@spf-sa.com
11232070,مصنع شركة الجزيرة للاجهزة المنزلية,منطقة الرياض,448035006,k.alshamri@aljazierah.com
11232070,شركة عبدالله ناصر العودان وأولاده الصناعية,منطقة الرياض,26518006,manager@alodan.com
11232070,مصنع رشيد عبدالعزيز محمد جمجموم للتصنيع,منطقة مكة المكرمة,667322006,rajamjomm@gmail.com
11232070,مصنع صقر الجزيرة للمكيفات والبرادات,منطقة مكة المكرمة,125203008,JZFALCON@hotmail.com
11232070,مصنع سخانات الشرقية,المنطقة الشرقية,0,null
11232070,المصنع السعودي للتكييف,منطقة الرياض,448437006,mr.naif.d@hotmail.com
11232070,مصنع صقر  الجزيرة للمكيفات والبرادات,منطقة الرياض,11265008,jzfalcon@hotmail.com
11232070,مصنع المختار لخزانات المياة,المنطقة الشرقية,359639007,almukhter-factory@yahoo.com
11232070,مصنع الابتكار الدولية للصناعة,منطقة القصيم,322019006,abdalhumaid@hotmail.com
11232070,مصنع الخليج العربي للغسالات و المكيفات,المنطقة الشرقية,448035006,k.alshamri@aljazierah.com
11232070,مصنع الرياض لمبردات الماء (الكوثر ),منطقة الرياض,478216006,agentksa@yahoo.com
11232070,مصنع السعيد للبلاستيك,منطقة الرياض,114997008,wa_alsaeed@hotmail.com
11232070,مصنع مكيفات الراحة,منطقة الرياض,230557006,ayedh@alomranco.com
11232070,مصنع شركة السخانات الحديثة,منطقة الرياض,448035006,Nasser.asfour@aljazierah.com
11232070,مصنع مكيفات الواحة,منطقة الرياض,495188006,al-waha1968@hotmail.com
11232070,شركة مصنع الوطن المحدودة,منطقة الرياض,448007006,maher_salem1963@hotmail.com
11232070,مصنع الرياض للمكيفات صحراوية,منطقة الرياض,112652008,r.cooler@hotmail.com
11232070,مصنع البابطين للاجهزة المنزلية,منطقة الرياض,126507007,hrm@abeico.com.sa
11232070,شركة خلايا التبريد الصناعية,منطقة الرياض,920002008,rasheed@cellscooling.com
11232070,مصنع صقر  الجزيرة للمكيفات والبرادات,منطقة الرياض,11265008,jzfalcon@hotmail.com
11232070,مصنع فصول الرياض لمجاري ومخارج الهواء,منطقة الرياض,114735008,fesoulalriyadh.gmail.com
11232070,مصنع الخليفة للصناعات المعدنية فرع شركة صالح الخليفة القابضة,منطقة الرياض,265021006,mohmmad@alkhalefah.com
11232070,مصنع صقر الجزيرة للمكيفات والبرادات,منطقة مكة المكرمة,125203008,JZFALCON@hotmail.com
11232069,شركة الزامل للمكيفات المركزية شركة شخص واحد,3712، المدينة الصناعية الثانية,55122008,abdulrahmans@zamilac.com
11232068,شركة الزامل للمكيفات والأجهزة المنزلية,4653 ابن سيناء، المدينة الصناع,138473008,othmanalghamdi@zamilac.com
11222067,مصنع رماح الشرق للصناعه,null,0,null
11222067,شركة الاولى للفيبر جلاس,منطقة الرياض,114501008,amq@qp.com.sa
11222067,شركة مرجان الخليجية للصناعة,المنطقة الشرقية,0,abd85_2004@hotmail.com
11222067,شركة الغربية الرائدة للفيبرجلاس المحدودة,منطقة مكة المكرمة,126218008,ac.alitaha@gmail.com
11222067,مصنع عوض محمد القحطاني للبلاستيك والفيبرجلاس فرع مؤسسة عوض محمد القحطاني,منطقة جيزان,436071006,amm.group@hotmail.com
11222067,مصنع شرق الامارات للصناعات البلاستيكيه,المنطقة الشرقية,0,null
11222067,مصنع شركة مسك العالمية للفيبر جلاس,المنطقة الشرقية,138277008,null
11222067,شركة المصنع السعودي لأنظمة الاستزراع السمكي المحدودة,منطقة الرياض,0,nahar.alohali@gmail.com
11222067,مصنع شركة اميانتيت لصناعة الفيبرجلاس المحدودة,المنطقة الشرقية,847303007,hr@amiantit.com
11222067,المصنع السعودي للخزانات البلاستيكية,المنطقة الشرقية,138434008,null
11222067,مصنع مرجان لمنتجات الفيبر جلاس,المنطقة الشرقية,812148006,saqer2012_2012@hotmail.com
11222067,النهر الساطع للصناعة,منطقة الرياض,0,sqm787@gmail.com
11222067,المصنع السعودي للخزانات البلاستيكية,المنطقة الشرقية,138434008,null
11222067,مصنع مشاريع معالجة المياه لصناعة معدات المياه,منطقة الرياض,92008,water-job@hotmail.com
11222067,مصنع جودة الخليج للخزانات,المنطقة الشرقية,0,mmhs2030@hotmail.com
11222067,مصنع الخليج للفيبرجلاس والبولي ايثلين,المنطقة الشرقية,820249006,sales@fiberpoly.com.sa
11222067,مصنع هكتار الخليج للمنتجات البلاستيكية,منطقة الرياض,551008006,null
11222067,مصنع جودة واتقان للفايبر جلاس,المنطقة الشرقية,505915008,max.8090@gmail.com
11222067,شركة مصنع عالم الجودة لمنتجات الفيبر جلاس,المنطقة الشرقية,138081008,faleh_alhajri1@hotmail.com
11222067,مصنع هكتار الخليج للمنتجات البلاستيكية,منطقة الرياض,551008006,null
11222067,شركة مصنع هجر للألياف الزجاجية والرخام الصناعي وبودرة الجرانيت,منطقة الرياض,114825008,mohmasr28@gmail.com
11222067,فرع شركة اتحاد الاجيال,المنطقة الشرقية,0,alwaleed@ajyal-group.com
11222067,شركة الخليجية المتحدة المحدودة,المنطقة الشرقية,0,sulaiman19802009@hotmail.com
11222067,مصنع ابراهيم حسن الحسيني للفايبرجلاس والبلاستيك,منطقة الرياض,213833006,r.alhussaini@alhussainifactory.com
11222067,مصنع عبد العزيز محمد علي الحبيب للصناعة,منطقة الرياض,112412008,fmh441@gmail.com
11222067,مصنع الشرق لمنتوجات الأكريليك والفيبرجلاس فرع مصانع الشرق للتغليف,منطقة مكة المكرمة,636556006,farid@alsharqflex.com
11222067,شركة الصمامات الالية المحدودة,null,0,null
11222067,مصنع الوسطى للبلاستيك,منطقة القصيم,322002006,stop827@hotmail.com
11222067,مصنع شركة اميانتيت لصناعة الفيبرجلاس,منطقة مكة المكرمة,84715006,hr@amiantit.com
11222067,مصنع عبد العزيز محمد الحبيب للفيبر جلاس والاكرليك,منطقة الرياض,124115007,al-habeb@al-habeb.com
11222067,مصنع محمد ناصر الفريدي للصناعات البلاستيكية,منطقة الرياض,448273006,xix140@gmail.com
11222067,شركة اللدائن التحويلية المحدودة,منطقة مكة المكرمة,268633006,naser@transplast.net
11222067,مصنع اعمدة الرياض للبلاستيك,منطقة الرياض,114235008,samplas457@gmail.com
11222067,فرع شركة مصطفى حماد واولاده,منطقة تبوك,541001008,engmohamad2001@yahoo.com
11222067,مصنع المركاز للخيام والمظلات والأشلرعة,منطقة الرياض,214222006,gamal.esmeil@al-mirkaz.com
11222067,مصنع بورصة الاعمار للبلاستيك,منطقة الرياض,455552006,null
11222067,شركة اميكون السعودية المحدودة,المنطقة الشرقية,84715006,thamers@amiantit.com
11222067,مصنع القمة للصناعة,المنطقة الشرقية,1389008,mr.m.s1991@hotmail.com
11222067,مصنع السارونة للصناعة,المنطقة الشرقية,0,hego1993@hotmail.com
11222067,مصنع محمد زاهر فتيح للفايبرجلاس,منطقة مكة المكرمة,266935007,zmfmd@yahoo.com
11222067,مصنع المنتجات الحديثة,المنطقة الشرقية,766807006,null
11222067,شركة تلدين للحلول البلاستيكية,منطقة حائل,165386008,H.algarallah@rowadplastic.com
11222067,مصنع جار الخليج لمنتجات الفيبر جلاس,منطقة مكة المكرمة,624612006,zinah32007@hotmail.com
11222067,مصنع محمد سعيد بن طالب وشركاه لأدوات ومستلزمات برك السباحة,منطقة الرياض,225102006,Mohammedbintalibco@hotmail.com
11222067,مصنع شركة خزانات اللؤلؤة للبولي اثلين والفيبرجلاس,null,0,null
11222067,مصنع الشرق لمنتوجات الأكريليك والفيبرجلاس فرع مصانع الشرق للتغليف,منطقة مكة المكرمة,636556006,farid@alsharqflex.com
11222067,مصنع ركن القوالب للصناعة,منطقة الرياض,522024006,r_q_fiberglass@yahoo.com
11222067,شركة الشرق الاوسط للصناعات البلاستيكية مساهمة مقفلة,منطقة مكة المكرمة,126082008,mnassar@mepi.com.sa
11222067,مصنع تقنية الخليج للصناعة,المنطقة الشرقية,138228008,Gulf-tfg@hotmail.com
11222066,مصنع الحجير للبلاستيك,المنطقة الشرقية,0,alhujairplastic@gmail.com
11222066,المصنع السعودي للدكتايل,منطقة الرياض,114729008,gn_alsousi@hotmail.com
11222066,شركة سعد عثمان لمنتجات الفايبرجلاس,المنطقة الشرقية,821024006,abdullahothman81@yahoo.com
11222066,شركة صناعة أنابيب المستقبل المحدودة,المنطقة الشرقية,812345006,b.diab@futurepipe.com
11222066,مصنع الثوابت للبلاستيك,منطقة مكة المكرمة,126352008,msamistar@hotmail.com
11222066,شركة مصنع معدات النفط الديناميكية,المنطقة الشرقية,138993008,jarallah.alyami@dynamicoiltools.com
11222066,شركه احمد عمر دياب وشركاه لصناعه البلاستيك المحدوده,المنطقة الشرقية,839097006,ar_diab@hotmail.com
11222066,شركة الاولى للفيبر جلاس,منطقة الرياض,114501008,amq@qp.com.sa
11222066,مصنع هند عبدالله الزهراني للبلاستيك,منطقة الباحه,727112006,tmakien@hotmail.com
11222066,مصنع مشاريع معالجة المياه لصناعة معدات المياه,منطقة الرياض,92008,water-job@hotmail.com
11222066,مصنع الوتد للصناعة,المنطقة الشرقية,0,ACC880@HOTMAIL.COM
11222066,مصنع ركن الجاهزية للبلاستيك,منطقة الرياض,115552008,ALJAHZIAJF@YAHOO.COM
11222066,مصنع خدمات الطاقة الهندسية,المنطقة الشرقية,114768008,halim@jash.com.sa
11222066,شركة مصنع البواردي للصناعات الحديدية,المنطقة الشرقية,0,bsi@albawardi.com
11222066,شركة مصنع الخضري للآليات الحديدية,المنطقة الشرقية,843184006,mustafa.obaidan@khi.com.sa
11222066,شركة كوزموبلاست الرياض,منطقة الرياض,11498008,hrpf@alhokair.com
11222066,مصنع شركة البترول والكيماويات والتعدين المحدودة,منطقة المدينة المنورة,143962008,Karem@pcmc.com
11222066,مصنع المؤهلة للصناعة,المنطقة الشرقية,812127006,tamerkhatab@yahoo.com
11222066,شركة الصناعات السعودية للأنابيب المحدودة,منطقة مكة المكرمة,637572006,a-rabiya@winteksa.com
11222066,فرع مصنع شركة الطيار للصناعات البلاستيكية والمطاطية المحدودة,منطقة مكة المكرمة,62006,amer@altayar.com.sa
11222066,شركة ميس السعودية لأنظمة الري المحدودة,منطقة الرياض,26523006,irrigation@mais.com.sa
11222066,الشركة العربية السعودية لتصنيع المعادن المحدودة (سافامي),المنطقة الشرقية,882724006,jrahman@safami.com.sa
11222066,شركة ميس السعودية للمنتجات الطبية المحدودة,منطقة الرياض,126502007,hr@mais.com.sa
11222066,شركة خدمات الاصلاح الميكانيكي المتخصصة,المنطقة الشرقية,138925008,a.alattas@promech.com.sa
11222066,شركة مصنع اسيا سيماس للصناعة,المنطقة الشرقية,0,aykhaldi@aasiasteel.com
11222066,شركة كوزموبلاست الرياض,منطقة الرياض,11498008,hrpf@alhokair.com
11222066,شركة مقياس التقدم الطبية,منطقة مكة المكرمة,0,abdulrhman@progmed.sa
11222066,شركة الطيار للصناعات البلاستيكية والمطاطيه المحدوده,منطقة مكة المكرمة,62006,saud@altayar.com.sa
11222066,شركة مصنع الخضري للآليات الحديدية,المنطقة الشرقية,843184006,mustafa.obaidan@khi.com.sa
11222066,مصنع جودة الأنابيب للصناعة,منطقة المدينة المنورة,500048008,faisal_153@hotmail.com
11222066,شركة مصانع الجزيرة للمنتجات الفولاذية المحدودة,منطقة مكة المكرمة,12638008,md@aljazera.com
11222066,مصنع ابداع الحماية الطبية,منطقة الرياض,11243008,oommoo11@hotmail.com
11222066,مصنع ابراهيم ناصر الفضل للبلاستيك,منطقة الرياض,0,null
11222066,فرع شركة مصنع عصام محمد خيري قباني للبلاستيك والعوازل,المنطقة الشرقية,0,nabeel.alhian@ikkgroup
11222066,الشركة السريعة الدولية للبتروكيماويات المحدودة,منطقة مكة المكرمة,126364008,yasir@dadcoltd.com
11222066,مصنع عبدالله عبدالرحمن الهلال للبلاستيك,منطقة الرياض,423559006,amer@dewanpack.com
11222066,شركة مصنع عالم الجودة لمنتجات الفيبر جلاس,المنطقة الشرقية,138081008,faleh_alhajri1@hotmail.com
11222066,مصنع الشركة العربية لصناعة البلاستيك  ( أبلكو ),منطقة الرياض,448025006,s.fagir@aplaco.com.sa
11222066,شركة مصنع جمجوم للصناعات الطبية المحدودة,منطقة مكة المكرمة,263704007,ishehab@jamjoom.md
11222066,مصنع الشركة العربية للأنابيب,المنطقة الشرقية,133401008,fahad@arabian-pipes.com.sa
11222066,مصنع تقنية انظمة الري,منطقة الرياض,422165006,Aanazi@gid-sa.com
11222066,مصنع مصاغ للصناعات البلاستيكية,منطقة مكة المكرمة,126094008,kashim9@hotmail.com
11222066,بلاستيك الوطنية فرع شركة الوطنية للصناعة,منطقة الرياض,499704006,albekiry@wataniaind.com
